Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Bacon,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,South,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Buttermilk Pancakes,South,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-09,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-09,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Chocolate Chip Muffins,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,317,1 EACH,16.2g,38.2g,2.8g,0.4g,0g,22.4g,54.4mg,17.9g,196.1mg,4g,29.3mg,0.7mg,0.3mcg,69.4mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2023-02-09,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Fiesta Lime Chicken,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,93,1 EACH,2.7g,0.5g,0.6g,0g,0g,0.3g,48.3mg,0g,234.4mg,17.3g,1.3mg,0.4mg,0mcg,28.3mg
Chef's Choice Soup du Jour,South,Lunch,,[],2023-02-09,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,South,Lunch,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-09,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-09,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Guinness Bratwurst,South,Lunch,Gluten,['Less Sodium'],2023-02-09,289,1 EACH,24.9g,3g,8g,0g,0g,1g,74.8mg,1g,757.7mg,13g,0mg,1.1mg,0mcg,179.4mg
Straight Cut French Fries,South,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Grilled Chicken Caprese Grinder,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-09,422,1 slice,15.6g,41.4g,6.1g,1g,0g,3.1g,59.6mg,0g,760.4mg,30.3g,277.8mg,3.1mg,0mcg,199.9mg
Baked Cajun Scrod,South,Lunch,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,113,1 EACH,4.4g,0.1g,1.1g,0g,0g,0g,45mg,0g,213.2mg,18g,18.1mg,0.3mg,0mcg,1.7mg
Baked Sweet Potato,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,132,1 HALF,1.8g,27.1g,0.1g,4g,0g,5.6g,0mg,0g,74.1mg,2.1g,40.4mg,0.8mg,0mcg,453.8mg
Black Beans In Sofrito,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,69,3 OZ,0.4g,12.3g,0g,0.2g,0g,1.1g,0mg,0g,90.2mg,3.9g,25.4mg,1.1mg,0mcg,290mg
Herb Buttered Corn,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,106,3 OZ,3.4g,17.2g,2.2g,0.1g,0g,1.1g,9.3mg,0g,114.6mg,1.1g,1.6mg,0.1mg,0mcg,3.2mg
Thai Yellow Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,136,4 OZ,0.3g,29.9g,0g,0.1g,0g,0.1g,0mg,0g,5mg,2.6g,4.3mg,0.1mg,0mcg,6.8mg
Yellow Rice w/ Pinto Beans,South,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-09,216,6 OZ,0g,46.9g,0g,1.4g,0g,0.8g,0mg,0g,524.9mg,6.1g,54mg,2.8mg,0mcg,230.8mg
Sesame Chicken & Vegetables,South,Lunch,"Eggs, Wheat, Soybeans, Gluten, Sesame",[],2023-02-09,244,4 OZ,13.6g,18.3g,1.5g,1.3g,0g,5.9g,26.7mg,5g,741.6mg,13g,26mg,0.9mg,1mcg,210.4mg
Szechuan Vegetable Stirfry,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZ,1.5g,14.6g,0.1g,1.8g,0g,3.7g,0mg,0g,261.4mg,4.5g,40.6mg,0.5mg,2.8mcg,228.4mg
Tokyo Noodles,South,Lunch,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-02-09,394,6 OZ,4.3g,77.6g,0.6g,1.9g,0g,11.8g,0mg,9.5g,613.1mg,15.2g,62.5mg,2.2mg,0mcg,35.6mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Steamed Broccoli,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,24,3 OZ,0.3g,4.3g,0g,2g,0g,1.3g,0mg,0g,23mg,2.5g,40.8mg,0.7mg,0mcg,276.4mg
Cherry White Chocolate Cookies,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Jonathan Bar,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,344,1/35 HFPAN,14.6g,48.2g,8.6g,0g,0.4g,27.4g,49.7mg,27.1g,139.6mg,4g,6.9mg,1.3mg,0mcg,30.2mg
Grilled Lemon Garlic Chicken,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,87,1 EACH,2.2g,0.2g,0.5g,0g,0g,0g,48.3mg,0g,145.1mg,17.2g,1mg,0.4mg,0mcg,2.7mg
Chef's Choice Soup du Jour,South,Dinner,,[],2023-02-09,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Beet and Kale Burger w/ Bun,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-09,310,1 EA,3.5g,59g,0g,6g,0g,11g,0mg,0g,470mg,10g,63mg,1.4mg,0mcg,mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-09,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Guinness Bratwurst,South,Dinner,Gluten,['Less Sodium'],2023-02-09,289,1 EACH,24.9g,3g,8g,0g,0g,1g,74.8mg,1g,757.7mg,13g,0mg,1.1mg,0mcg,179.4mg
Straight Cut French Fries,South,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Halal Cheeseburgers,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-09,365,1 EACH,30g,0g,13.2g,0g,0g,0g,88.8mg,0g,201.8mg,22.5g,263.3mg,0mg,mcg,mg
BBQ Sauce,South,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-09,120,2 OZL,0g,28g,0g,0g,0g,26g,0mg,0g,560mg,0g,0mg,0mg,mcg,mg
Beer Braised Beef Brisket,South,Dinner,Gluten,['Less Sodium'],2023-02-09,328,4 OZ,25.7g,1.2g,10.4g,0.3g,0g,0g,105.4mg,0g,440.2mg,21.2g,24.4mg,2.1mg,0mcg,346mg
Garlic Fried Rice (Sinangag),South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,129,4 OZ,0.9g,27g,0.1g,0.1g,0g,0.1g,0mg,0g,94.3mg,3g,31.8mg,1.5mg,0mcg,74.4mg
Onion Roll,South,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,170,1 EACH,2.5g,33g,0.5g,1g,g,4g,25mg,0g,150mg,6g,24mg,1.8mg,0mcg,mg
Roasted Cauliflower,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,105,3 OZ,8.6g,6.6g,1.3g,2.5g,0g,2.4g,0mg,0g,189.9mg,2.4g,29.9mg,0.6mg,0mcg,373.8mg
Texas Roasted Vegetables,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,34,3 OZ,1.4g,5.3g,0.2g,0.8g,0g,2.4g,0mg,0g,49.5mg,1g,12.2mg,0.3mg,0mcg,211.1mg
Pasta Bar,South,Dinner,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Marinara Sauce,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Pumpkin Spice Sweet Potato Curry,South,Dinner,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,121,4 OZL,5.5g,16.5g,2g,2.1g,0g,4.7g,0mg,0g,314.7mg,2.4g,37mg,1.1mg,0mcg,369.9mg
Spicy Garlic Chickpeas,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,163,4 OZ,11.4g,13.1g,1.4g,0g,0g,1.8g,0mg,0g,165mg,3.7g,38.5mg,1mg,0mcg,141.1mg
Coconut Custard Pie,South,Dinner,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2023-02-09,338,1/8 PIE,17.5g,40g,6.3g,0g,0g,18.8g,87.5mg,15g,512.5mg,7.5g,103.8mg,1.3mg,0mcg,156.3mg
Cheesy Scrambled Eggs,South,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,South,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Oatmeal Hot Cereal,South,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,80,6 OZL,1.6g,14.4g,0.3g,2.1g,0g,0.5g,0mg,0g,61.6mg,2.7g,14mg,0.8mg,0mcg,79.7mg
Plant-Based Breakfast Sausage,South,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Sausage Patties,South,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
Scrambled Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Vegan French Toast,South,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Cranberry Orange Bread,South,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Chefs Omelet Du Jour,South,Breakfast,"Milk, Eggs, Soybeans",[],2/10/2023,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Fried Eggs,South,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Moroccan Vegetable Tagine,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,138,6 OZ,5.1g,22g,0.7g,2.9g,0g,9.2g,0mg,2.3g,371mg,2.7g,59.3mg,1mg,0mcg,343.8mg
Beef Burger No Bun,South,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cross Trax French Fries,South,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Cheese,South,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Lunch,,['Gluten Friendly'],2/10/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Sweet Potato Black Bean Burger with Bun,South,Lunch,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Halal Chicken Fajita,South,Lunch,"Milk, Wheat, Soybeans",[],2/10/2023,305,1 EACH,11.9g,21.9g,5.2g,1.1g,0g,4.8g,81mg,1g,582.8mg,27.3g,283.5mg,1.2mg,0mcg,478mg
Basmati Rice,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Chicken Tikka Masala,South,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2/10/2023,191,4 OZ,11.5g,4.5g,7.2g,0.3g,0g,2.8g,96.3mg,0.9g,245.9mg,14.5g,538.3mg,1mg,0mcg,159.3mg
Pea and Potato Samosa,South,Lunch,"Wheat, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,275,2 EACH,16.7g,28g,0.6g,2g,0g,0g,0mg,0g,400mg,4g,0mg,1.4mg,0mcg,mg
Sauteed Spinach With Garlic,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,39,4 OZ,1.1g,5.8g,0.1g,2.6g,0g,0.5g,0mg,0g,139.3mg,3.6g,121.5mg,3.2mg,0mcg,653.4mg
Fried Pork And Kimchi Dumplings,South,Lunch,"Eggs, Fish, Wheat, Soybeans, Gluten, Sesame",['Less Sodium'],2/10/2023,199,3 EACH,11.9g,17.9g,2.3g,1.5g,0g,1.5g,11.2mg,0.7g,336.5mg,5.2g,29.9mg,0.4mg,0mcg,89.7mg
Orange Chicken Stir Fry,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,144,6 OZ,3.2g,10.5g,0.3g,1.5g,0g,6.7g,44.2mg,1.3g,151.8mg,19.5g,27.2mg,1.1mg,0mcg,168.1mg
White Rice,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,91,3 OZ,0g,20.4g,0g,0g,0g,0g,0mg,0g,2.4mg,2.1g,19.5mg,1.1mg,0mcg,44mg
Marinara Sauce,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Roasted Curried Cauliflower,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,59,4 OZ,3.1g,7g,0.5g,2.9g,0g,2.6g,0mg,0g,40.8mg,2.7g,32.2mg,0.6mg,0mcg,410mg
Chocolate Brownies,South,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,203,1/96 SHEET,8.8g,28.4g,2g,1g,0g,21.3g,14.2mg,19.2g,122.1mg,1.5g,12.4mg,1.7mg,0.1mcg,76.3mg
Oatmeal Raisin Cookies,South,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Moroccan Salmon,South,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,204,1 EACH,9.1g,5.7g,1.3g,1.2g,0g,2.4g,45.2mg,0g,311.2mg,23.1g,27mg,0.9mg,0mcg,206.1mg
Chef's Choice Soup du Jour,South,Dinner,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Beef Burger No Bun,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,247,1 EACH,15.7g,0g,5.9g,0g,0.7g,0g,80.7mg,0g,82.6mg,24.5g,25.4mg,2.5mg,0mcg,344.7mg
Cross Trax French Fries,South,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,253,4 OZ,18.9g,21g,1.8g,2g,0g,0g,0mg,0g,550.3mg,2g,0mg,0.7mg,0mcg,240.1mg
Grilled Cheese,South,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,South,Dinner,,['Gluten Friendly'],2/10/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Sweet Potato Black Bean Burger with Bun,South,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Halal Spaghetti & Meatballs,South,Dinner,"Eggs, Wheat, Soybeans",['Less Sodium'],2/10/2023,396,8 OZ,5.5g,46g,4.4g,2.8g,0g,7.3g,40mg,0g,573.7mg,16.6g,54.2mg,3.3mg,0mcg,0mg
Brown Chicken Gravy,South,Dinner,"Wheat, Soybeans",['Less Sodium'],2/10/2023,48,2 OZL,3.1g,3.7g,1g,0g,0g,0.4g,0mg,0g,100.6mg,0.5g,2.2mg,0.2mg,0mcg,6.1mg
Herb Baked Chicken,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,579,1 EACH,44g,0g,13.9g,0g,0g,0g,150.7mg,0g,162.3mg,44g,0mg,2.5mg,mcg,24.6mg
Sauteed Corn & Bacon,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,83,3 OZ,1g,16g,0.4g,0.1g,0g,1g,2.9mg,0g,63.5mg,1.9g,1.4mg,0mg,0mcg,5.3mg
Sauteed Kale,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,49,3 OZ,1.6g,7.6g,0.2g,3g,0g,2g,0mg,0g,30.7mg,3.5g,122.1mg,1.2mg,0mcg,401.7mg
Smashed Yukon Gold Potatoes,South,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,191,4 OZ,11.3g,17.6g,7g,1.8g,0g,2.7g,35.9mg,0g,291mg,2.1g,684.8mg,0.9mg,0mcg,444.5mg
Bacon,South,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Belgian Waffle,South,Dinner,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2/10/2023,398,2 EACH,17.4g,52g,7.7g,2g,0g,10g,70.3mg,0g,860.8mg,8g,20mg,2.7mg,0mcg,0mg
Fried Tater Tots,South,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,303,4 OZ,20.9g,26.3g,2.2g,2.8g,0g,0g,0mg,0g,497.9mg,2.8g,0mg,0.5mg,0mcg,318.1mg
Pancake & Waffle Syrup,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,210,2 OZL,0g,52g,0g,0g,0g,29g,0mg,0g,95mg,0g,0mg,0mg,0mcg,0mg
Plant-Based Breakfast Sausage,South,Dinner,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,South,Dinner,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Farro Risotto,South,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,296,4 OZ,6.1g,51.2g,2.1g,0.2g,0g,0.4g,7.6mg,0g,215.1mg,10.7g,24.5mg,3.4mg,0mcg,412.3mg
