Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Memphis Style BBQ Chicken Thighs,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,246,1 EACH,7g,6.5g,1.6g,0.1g,0g,5.7g,164.1mg,0.6g,327.9mg,34.4g,33.1mg,1.7mg,0mcg,6.6mg
Bourbon & Black Strap Sweet Potatoes,Whitney,Dinner,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,207,4 OZ,3g,43.5g,0.7g,3.5g,0g,25.9g,0mg,9g,235mg,1.7g,62.8mg,1.3mg,0mcg,553.2mg
Grilled Asparagus w/ Orange Zest,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,61,3 OZ,4.4g,4.9g,0.6g,2g,0g,2.6g,0mg,0g,80.2mg,2g,26.2mg,1.8mg,0mcg,190.7mg
Honey Roasted Parsnips & Sweet Potatoes,Whitney,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,103,4 OZ,2.2g,20.5g,0.2g,3.6g,0g,8.1g,0mg,1.3g,168.9mg,1.5g,26.7mg,0.6mg,0mcg,301.2mg
Blueberry Pie,Whitney,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-02-06,500,1/8 PIE,27.5g,62.5g,11.3g,2.5g,0g,30g,0mg,0g,437.5mg,3.8g,0mg,1.8mg,mcg,mg
Bacon,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-07,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Belgian Waffle,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-07,398,2 EACH,17.4g,52g,7.7g,2g,0g,10g,70.3mg,0g,860.8mg,8g,20mg,2.7mg,0mcg,0mg
Breakfast Potatoes,Whitney,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Plant Based Pancakes,Whitney,Breakfast,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,453,2 EACH,18.1g,60g,1.1g,0g,0g,15.4g,0mg,14.2g,486.8mg,10.8g,289.4mg,3.4mg,1mcg,164.4mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-07,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Vegan French Toast,Whitney,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-07,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Cinnamon Coffee Cake,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,246,1/35 HFSHT,11.5g,31.1g,2.1g,0.3g,0g,16.1g,34.7mg,15.7g,162.9mg,3.3g,24mg,0.6mg,0.2mcg,43.4mg
Baked Alaskan Scrod with Lemon & Onions,Whitney,Lunch,"Milk, Fish, Crustacean Shellfish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,104,1 EACH,1.3g,3g,0g,0.7g,0g,1.4g,48mg,0g,408.8mg,19.9g,45mg,0.8mg,0mcg,62.4mg
Lemony Chicken w/ Artichokes,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,113,1 EACH,3.3g,2.8g,0.6g,0.1g,0g,0.7g,48.3mg,0g,321.8mg,17.4g,10.9mg,0.5mg,0mcg,13.3mg
Moroccan Burger,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,183,1 EACH,9.4g,23.1g,1.2g,1.9g,0g,4.3g,0mg,0g,337.5mg,2.9g,74.3mg,5.1mg,0.7mcg,247.9mg
Pasta Bar,Whitney,Lunch,,[],2023-02-07,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Swedish Meatballs,Whitney,Lunch,"Milk, Wheat, Soybeans",[],2023-02-07,281,3 EACH,21.6g,10.1g,8.9g,1g,1g,0.2g,49.8mg,0g,653.9mg,14g,69.2mg,1.1mg,0mcg,19mg
Split Pea Soup with Ham,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-07,153,6 OZL,2.5g,26.3g,1.4g,0.5g,0g,2.6g,10.3mg,0g,339.1mg,10.6g,12.3mg,1.8mg,0mcg,332.6mg
Buttered Egg Noodles,Whitney,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-07,203,4 OZ,4g,34.6g,1.8g,1.7g,0g,1.7g,60.1mg,0g,36.7mg,6.9g,17.5mg,1.6mg,0mcg,1mg
Farro Risotto,Whitney,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-07,296,4 OZ,6.1g,51.2g,2.1g,0.2g,0g,0.4g,7.6mg,0g,215.1mg,10.7g,24.5mg,3.4mg,0mcg,412.3mg
Roasted Zucchini & Peppers,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,22,3 OZ,0.8g,3.6g,0.1g,1.1g,0g,2.5g,0mg,0g,41.6mg,1.1g,13.3mg,0.4mg,0mcg,222.6mg
Red Velvet Cookie,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,380,2 EACH,18g,52g,9g,2g,0g,32g,30mg,0g,190mg,4g,40mg,2.9mg,mcg,mg
Rice Krispie Bars,Whitney,Lunch,"Milk, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-07,157,1/35 HFSHT,5.4g,25.2g,3.3g,0g,0g,12g,13.9mg,11g,72.8mg,1.3g,1mg,3mg,0mcg,11.7mg
Blackened Cod,Whitney,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-07,102,1 EACH,3.1g,0g,0.2g,0g,0g,0g,45mg,0g,164mg,18g,18mg,0.3mg,0mcg,mg
Asado Argentina Strip Loin,Whitney,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-07,454,4 OZ,30.2g,2.2g,12.4g,0.7g,1.8g,3.4g,132.8mg,0.8g,143.3mg,36.3g,2.3mg,3.3mg,0mcg,52.3mg
Navratan (9 Vegetable Curry),Whitney,Dinner,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-07,138,6 OZ,4.9g,20.7g,1.4g,3.2g,0g,7.1g,0mg,3.3g,665.2mg,3.3g,80.4mg,1.2mg,0.3mcg,213mg
Baked Potatoes,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,176,1 EACH,0.2g,40g,0.1g,4.2g,0g,2.2g,0mg,0g,18.9mg,4.7g,28.4mg,2mg,0mcg,1011.2mg
Basmati Rice Pilaf,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,109,3 oz,2.1g,20.3g,0.2g,0.3g,0g,0.7g,0mg,0g,272.1mg,1.7g,5.4mg,0.1mg,0mcg,30.5mg
Just Garlic and Green Beans,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,52,3 OZ,2.5g,7.2g,0.4g,2.8g,0g,3.1g,0mg,0g,84.4mg,1.7g,40.3mg,0.6mg,0mcg,130.7mg
Mango Salsa,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-07,15,1 TBL,0.1g,3.5g,0g,0.5g,0g,3g,0mg,0g,0.8mg,0.3g,2mg,0.1mg,0mcg,58.5mg
Humming Bird Cake,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-07,228,1/35 HFPAN,9.5g,32.4g,3g,0.8g,0.2g,16.6g,22.4mg,14g,188.8mg,3g,14.5mg,0.9mg,0.1mcg,80.7mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
French Toast,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-08,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Mini Potato Pancakes,Whitney,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-08,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Omelet Bar,Whitney,Breakfast,,[],2023-02-08,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Plant-Based Breakfast Sausage,Whitney,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Sausage Patties,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-08,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Vegan French Toast,Whitney,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-08,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Apple Turnover,Whitney,Breakfast,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,220,1 EACH,13g,24g,6.5g,0.5g,0g,10.2g,0mg,0g,105.1mg,2g,10mg,0.5mg,0mcg,0mg
Huli Huli Chicken,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Smart Check']",2023-02-08,259,1 EACH,7.4g,7.2g,1.6g,0g,0g,6.3g,170.9mg,0g,580.2mg,36.6g,36.6mg,2.1mg,0mcg,21.4mg
Fish Taco with Chipotle Cream and Salsa Fresca,Whitney,Lunch,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-02-08,348,1 EACH,19.6g,29.4g,3.4g,0.3g,0g,2.2g,30.1mg,1g,682.1mg,13.9g,69.8mg,2.1mg,0.8mcg,325.7mg
Grilled Cheese Bar,Whitney,Lunch,,[],2023-02-08,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Vegan Sausage w/ Peppers & Onions,Whitney,Lunch,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,98,4 OZ,5g,9.3g,1g,0.8g,0g,3.8g,0mg,0g,199.6mg,5.6g,337mg,1mg,0mcg,145.4mg
French Onion Soup,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-08,52,6 OZL,2.2g,6.2g,0.6g,0.7g,0g,2g,0mg,0g,267.1mg,1.4g,14.8mg,0.1mg,0mcg,81.1mg
Bombay Potatoes,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,78,4 OZ,0.6g,18.6g,0g,2.5g,0g,3.1g,0mg,0g,2.5mg,2.9g,27.1mg,1mg,0mcg,486.8mg
Mandarin Basmati Rice,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,113,4 OZ,0.1g,25g,0g,1g,0g,4g,0mg,1.1g,158.9mg,2.8g,7.3mg,0.3mg,0mcg,11.1mg
Sauteed Mexican Street Corn,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,173,4 OZ,8.7g,19g,2.5g,0.1g,0g,1.2g,5.1mg,0g,333.5mg,3.6g,56.8mg,0.1mg,0mcg,18.4mg
Strawberry  Blondie,Whitney,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,240,1/35 HFSHT,11.1g,32.6g,6.7g,0.4g,0g,20.8g,53.7mg,19.6g,22mg,2.5g,11.5mg,0.9mg,0.2mcg,35.1mg
Sugar Cookies,Whitney,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,329,2 EACH,14.4g,47.2g,8.2g,0g,0g,26.7g,30.8mg,0g,287.6mg,4.1g,0mg,1.5mg,mcg,71.9mg
Plant Forward Quesadillas,Whitney,Dinner,"Wheat, Soybeans, Coconut","['Contains Nuts', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-08,199,1 EACH,6g,21.8g,1.8g,0.3g,0g,1.8g,0mg,1g,570.4mg,12.9g,140.9mg,2.5mg,0mcg,71.7mg
Fried Cornmeal Crusted Catfish,Whitney,Dinner,"Milk, Eggs, Fish, Wheat, Gluten",[],2023-02-08,237,1 EACH,13g,14.9g,1.9g,0.1g,0g,0.6g,63.3mg,0g,320.2mg,15.7g,30.6mg,0.8mg,0.3mcg,277.9mg
Slow Cooked Barbeque Beef Brisket,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-02-08,353,4 OZ,26.3g,6g,10.4g,0.5g,0g,4.8g,105.4mg,1g,296.6mg,21.2g,22.3mg,2.3mg,0mcg,359.8mg
Creamy Corn With Leeks And Bacon,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-08,127,4 OZ,4.4g,16.6g,2.2g,0g,0g,2.7g,21.1mg,0g,262.8mg,4g,303mg,0.7mg,0mcg,101.3mg
Hush Puppies,Whitney,Dinner,"Milk, Eggs, Wheat, Gluten","['Less Sodium', 'Vegetarian']",2023-02-08,208,2 EACH,10.4g,24.4g,0.9g,0g,0g,1.1g,28.8mg,0g,233.2mg,4.5g,57mg,1.2mg,0.2mcg,60.7mg
Vegetarian Dirty Rice,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-08,193,6 OZ,3.8g,26.9g,0.2g,1.9g,0g,0.8g,0mg,0g,356.3mg,12.9g,31.1mg,3.6mg,0mcg,122.7mg
Spicy Remoulade Sauce,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,48,1 TBL,5.1g,0.2g,0.5g,0.2g,0g,0.1g,0mg,0g,62.2mg,0.3g,2.8mg,0.1mg,0mcg,9.8mg
Chocolate Whoopie Pies,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-08,344,1 EACH,12g,55.5g,3.6g,1.3g,2.2g,38.2g,21.6mg,15.2g,490.7mg,3.6g,23.2mg,2.2mg,0mcg,111mg
Bacon,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-09,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Buttermilk Pancakes,Whitney,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-09,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,Whitney,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Omelet Bar,Whitney,Breakfast,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Plant Based Pancakes,Whitney,Breakfast,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,453,2 EACH,18.1g,60g,1.1g,0g,0g,15.4g,0mg,14.2g,486.8mg,10.8g,289.4mg,3.4mg,1mcg,164.4mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Chocolate Chip Muffins,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,317,1 EACH,16.2g,38.2g,2.8g,0.4g,0g,22.4g,54.4mg,17.9g,196.1mg,4g,29.3mg,0.7mg,0.3mcg,69.4mg
Grilled Chicken Bella,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,119,1 EACH,3.5g,1g,0.7g,0.4g,0g,0.4g,60.4mg,0g,249.1mg,21.9g,5.3mg,0.6mg,0mcg,31.4mg
Lemon Tofu,Whitney,Lunch,"Wheat, Soybeans, Coconut","['Contains Nuts', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-09,198,4 OZ,6.7g,23.5g,1.6g,0.6g,0g,5.5g,0mg,4g,586.1mg,11.4g,122.9mg,2.6mg,0mcg,175.4mg
Chickpea Rotini With Tomato and Mozzarella,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,254,6 OZ,11.5g,27.8g,3.2g,5.5g,0g,7.6g,10.1mg,0.8g,300.8mg,13.6g,111.2mg,3.9mg,0mcg,144.6mg
Muffuletta,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-09,497,1 SLICE,28.2g,37.8g,9.9g,0.9g,0g,2.7g,62.4mg,0g,1397.8mg,22.9g,219.9mg,3.1mg,0mcg,63.7mg
Pancake Topping Bar,Whitney,Lunch,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chicken Noodle Soup,Whitney,Lunch,"Eggs, Wheat",['Less Sodium'],2023-02-09,66,6 OZL,0.6g,7g,0.3g,0.5g,0g,1.5g,19mg,0g,271.1mg,6.7g,10.8mg,0.4mg,0mcg,39.5mg
Italian Vegetables,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,31,4 OZ,0.9g,5.4g,0.1g,1.2g,0g,3.7g,0mg,0g,118.7mg,1.6g,15.7mg,0.4mg,0mcg,277.3mg
Marinara Sauce,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Mozzarella Sticks,Whitney,Lunch,"Milk, Wheat, Soybeans, Gluten",['Vegetarian'],2023-02-09,308,3 EACH,17g,29.1g,4.2g,1.6g,0g,6.4g,20.6mg,0g,812.2mg,11.4g,299.7mg,2mg,0.1mcg,61.9mg
Cherry White Chocolate Cookies,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,180,1 EACH,7g,27g,3.5g,0g,0g,16g,15mg,0g,115mg,2g,26mg,0.7mg,mcg,mg
Jonathan Bar,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,344,1/35 HFPAN,14.6g,48.2g,8.6g,0g,0.4g,27.4g,49.7mg,27.1g,139.6mg,4g,6.9mg,1.3mg,0mcg,30.2mg
Crispy Dijon Scrod,Whitney,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-09,51,1 EACH,1.5g,4.4g,0.4g,0.5g,0g,0.3g,11.3mg,0g,116.3mg,5.7g,18.1mg,1.3mg,0.2mcg,11mg
Belgian Waffle Bar,Whitney,Dinner,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Black Bean Burger,Whitney,Dinner,"Eggs, Fish, Wheat, Gluten",['Less Sodium'],2023-02-09,126,1 EACH,1.4g,23.1g,0.2g,1.1g,0g,1.3g,23.9mg,0.4g,394.1mg,5.8g,64mg,0.8mg,0mcg,276.5mg
Lebanese Beef Kofta Meatballs,Whitney,Dinner,Eggs,"['Gluten Friendly', 'Less Sodium']",2023-02-09,244,4 EACH,18.1g,3.4g,8.4g,1.1g,0.8g,0.9g,97.4mg,0g,278.5mg,17.2g,42.6mg,2.9mg,0.2mcg,77.4mg
Crush and Fry Potato,Whitney,Dinner,Gluten,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,163,4 OZ,10.4g,19.1g,0.7g,2.3g,0g,2.2g,0mg,0g,259.3mg,2.9g,18.9mg,0.8mg,0mcg,528.4mg
Honey Glazed Carrots,Whitney,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-09,77,3 OZ,2.3g,14.2g,0.7g,2.1g,0g,11.1g,0mg,5.5g,47.2mg,0.9g,22.7mg,0.4mg,mcg,273.3mg
Mujaddara,Whitney,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,208,4 OZ,6.4g,30.5g,1.2g,4.1g,0g,1g,0mg,0g,387.8mg,5.3g,11.5mg,1.1mg,0mcg,25.6mg
Coconut Custard Pie,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2023-02-09,338,1/8 PIE,17.5g,40g,6.3g,0g,0g,18.8g,87.5mg,15g,512.5mg,7.5g,103.8mg,1.3mg,0mcg,156.3mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Corned Beef Hash,Whitney,Breakfast,,['Gluten Friendly'],2/10/2023,185,3 OZ,11.7g,11.7g,4.9g,0g,0g,1.5g,33.9mg,0.8g,587.5mg,7.9g,36.5mg,1mg,0mcg,173.6mg
Country Style Hash Browns,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,154,4 OZ,5.6g,23.4g,0.4g,3g,0g,0g,0mg,0g,213.9mg,1.5g,0.9mg,0.5mg,0mcg,351.7mg
French Toast Stix,Whitney,Breakfast,"Wheat, Soybeans, Gluten",['Vegetarian'],2/10/2023,540,5 EACH,34.3g,54.7g,2.9g,1.3g,0g,12.7g,0mg,12.7g,572.3mg,6.4g,25.4mg,3.2mg,0mcg,63.6mg
Omelet Bar,Whitney,Breakfast,,[],2/10/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Vegan French Toast,Whitney,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Cranberry Orange Bread,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Spinach Calzone,Whitney,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,263,1 HALF,3.7g,42.1g,0.9g,2.6g,0g,0.7g,0mg,0.7g,444.6mg,12.2g,61mg,4.4mg,0mcg,129.9mg
Boneless Chinese BBQ Pork,Whitney,Lunch,"Wheat, Soybeans, Sesame",[],2/10/2023,206,4 OZ,8.5g,12.8g,2.4g,0g,0g,10.9g,60.8mg,8.5g,523.3mg,18g,0mg,1.2mg,0mcg,0mg
