Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Chorizo Sausage Patties,McMahon,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,158,1 EACH,14.3g,1g,4.5g,0g,0.1g,0g,29.3mg,0g,363.4mg,6.1g,13.1mg,0.7mg,mcg,mg
French Toast,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/10/2023,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Fried Tater Tots,McMahon,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,303,4 OZ,20.9g,26.3g,2.2g,2.8g,0g,0g,0mg,0g,497.9mg,2.8g,0mg,0.5mg,0mcg,318.1mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Cranberry Orange Bread,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Grilled Chicken With Chermoula And Couscous,McMahon,Lunch,Wheat,['Smart Check'],2/10/2023,397,1 PLATE,12.2g,46.3g,2.1g,3.5g,0g,9.4g,51.9mg,0g,386.7mg,24.2g,30.1mg,3.1mg,0.1mcg,278.6mg
Bo Ssam,McMahon,Lunch,"Wheat, Soybeans",['Gluten Friendly'],2/10/2023,560,1 PLATE,29.8g,39.8g,10.3g,2.4g,0g,5.2g,102.6mg,2.6g,870.6mg,33.1g,60.3mg,2.3mg,0mcg,284.3mg
Corn And Black Bean Quesadilla With Sweet Potato Salad,McMahon,Lunch,"Milk, Wheat, Soybeans",['Vegetarian'],2/10/2023,388,1 PLATE,15g,51.5g,5.6g,2.7g,0g,7.5g,18.6mg,3.1g,788.3mg,11.1g,301.7mg,2.8mg,0mcg,420.1mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Rotini,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,mg
Teriyaki Swordfish With Miso Garlic Noodles,McMahon,Lunch,"Fish, Wheat, Soybeans, Sesame",[],2/10/2023,642,1 PLATE,13g,87.7g,2.4g,0.3g,0g,14.8g,75mg,0.3g,1330.7mg,39.4g,54.9mg,2.9mg,23.8mcg,724.2mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Pork Lettuce Wraps,McMahon,Lunch,"Wheat, Soybeans, Sesame",[],2/10/2023,413,2 EACH,29.4g,7.2g,10.3g,2.4g,0g,3.4g,102.6mg,1.8g,984.2mg,28.9g,38.4mg,2.3mg,0mcg,253.1mg
Sticky Rice,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Couscous With Dates and Pumpkin Seeds,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,228,4 OZ,4.2g,38.2g,0.7g,1.1g,0g,6.6g,3.6mg,0g,107.1mg,6g,16.6mg,2.2mg,0.1mcg,143.1mg
Grilled Chicken With Chermoula,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,132,1 EACH,7g,0.6g,1.2g,0.2g,0g,0g,48.3mg,0g,211.5mg,17.4g,7.8mg,0.7mg,0mcg,29.3mg
Grilled Eggplant,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,37,2 OZ,1g,7.5g,0.2g,2.1g,0g,2.7g,0mg,0g,68.2mg,0.7g,5.6mg,0.2mg,0mcg,106.2mg
Miso Garlic Noodles,McMahon,Lunch,"Wheat, Soybeans, Sesame",[],2/10/2023,441,6 OZ,5.5g,78.9g,0.8g,0.3g,0g,6.1g,0mg,2.2g,1083.6mg,16.5g,38mg,2.2mg,0mcg,250.9mg
Teriyaki Swordfish,McMahon,Lunch,"Fish, Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2/10/2023,203,4 OZ,7.5g,9.3g,1.7g,0g,0g,9.2g,75mg,0.3g,260.2mg,22.8g,16.9mg,0.7mg,23.8mcg,475.9mg
Corn And Black Bean Quesadilla,McMahon,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/10/2023,288,1 EACH,12.3g,33.6g,5.4g,0.2g,0g,2.6g,18.6mg,2g,601.8mg,9.7g,274.1mg,2.2mg,0mcg,139mg
Roasted Sweet Potato Salad With Chili Lime Dressing,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,134,4 OZ,3.6g,23.8g,0.3g,3.4g,0g,6.6g,0mg,1.5g,248.7mg,1.9g,36.9mg,0.8mg,0mcg,374.8mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chef's Choice Pizza,McMahon,Lunch,"Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/10/2023,123,1/16 PIZZA,2.8g,20.4g,0.4g,1.2g,0g,1.6g,0mg,0.4g,186mg,3.6g,12.2mg,1.2mg,0mcg,27.8mg
Chocolate Brownies,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,203,1/96 SHEET,8.8g,28.4g,2g,1g,0g,21.3g,14.2mg,19.2g,122.1mg,1.5g,12.4mg,1.7mg,0.1mcg,76.3mg
Oatmeal Raisin Cookies,McMahon,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Broiled Cod With Roasted Potato,McMahon,Dinner,"Fish, Wheat","['Less Sodium', 'Smart Check']",2/10/2023,278,1 PLATE,3.9g,38.8g,0.3g,5.6g,0g,4.3g,45mg,0.7g,224.6mg,25.9g,60.5mg,2.5mg,0mcg,807mg
Bulgogi Mushroom Tacos With Sweet Potato Tots,McMahon,Dinner,"Wheat, Soybeans, Gluten, Sesame","['Vegetarian', 'Vegan']",2/10/2023,518,1 PLATE,22.6g,71.4g,2.5g,5.6g,0g,18.4g,0mg,2.5g,1001.4mg,9g,226mg,3.4mg,0mcg,512.5mg
Char Siu Chicken with Crispy Rice Cakes,McMahon,Dinner,"Wheat, Soybeans, Sesame",[],2/10/2023,687,1 PLATE,12.7g,92.5g,2.2g,2.4g,0g,14.9g,170.9mg,7g,970.2mg,44.7g,80mg,4mg,0mcg,311.7mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Rotini,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,mg
Slow Roasted Strip Loin With Corn And Potato Salad,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/10/2023,642,1 PLATE,38.1g,30.4g,13.2g,2g,1.8g,4.3g,133.7mg,0g,520.7mg,39.4g,28.1mg,3.9mg,0mcg,377.5mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Corn With Pesto,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,86,3 OZ,1.7g,16g,0.3g,0.1g,0g,1g,0.9mg,0g,32.2mg,1.3g,12.2mg,0.1mg,0mcg,5.8mg
Red Potato Salad,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,106,3 OZ,6.2g,12.8g,0.6g,1.7g,0g,1.5g,0mg,0g,81.2mg,2.5g,13.3mg,0.5mg,0mcg,356.4mg
Slow Roasted Strip Loin,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,449,4 OZ,30.2g,1.6g,12.4g,0.1g,1.8g,1.8g,132.8mg,0g,407.3mg,35.6g,2.6mg,3.3mg,0mcg,15.3mg
Fried Sweet Potato Tots,McMahon,Dinner,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,272,4 OZ,15.9g,31.1g,0.8g,2.7g,0g,10.8g,0mg,0g,270mg,1.4g,27mg,0.5mg,0mcg,229.5mg
Gochujang Ketchup,McMahon,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,18,1 TSP,0.5g,3.3g,0.1g,0g,0g,2.2g,0mg,0.9g,141.4mg,0.2g,0mg,0mg,0mcg,mg
Mushroom Bulgogi Tacos,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2/10/2023,237,2 EACH,6.4g,38.7g,1.7g,2.9g,0g,6.5g,0mg,2g,660.7mg,7.5g,199mg,2.9mg,0mcg,283mg
Carrot and Snow Pea Stir Fry,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,47,3 OZ,1.3g,6.9g,0.1g,2.3g,0g,4.1g,0mg,0g,112mg,2.1g,31.5mg,1.3mg,0mcg,227.7mg
Char Siu Chicken,McMahon,Dinner,"Wheat, Soybeans, Sesame","['Less Sodium', 'Smart Check']",2/10/2023,256,1 EACH,7.5g,6.3g,1.6g,0.1g,0g,4.7g,170.9mg,4g,501.5mg,36.3g,36.9mg,1.9mg,0mcg,6.8mg
Crispy Rice Cake,McMahon,Dinner,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,372,1 EACH,3.9g,76.1g,0.5g,0g,0g,2.8g,0mg,0g,216.7mg,5.9g,11.6mg,0.7mg,0mcg,77.2mg
Kabayaki Sauce,McMahon,Dinner,Soybeans,[],2/10/2023,51,1 OZ,0g,12.7g,0g,0g,0g,12.7g,0mg,12.2g,560mg,1.1g,0mg,0.4mg,0mcg,mg
Baked Scrod,McMahon,Dinner,"Fish, Wheat","['Less Sodium', 'Smart Check']",2/10/2023,113,1 EACH,1.8g,5.3g,0.1g,0.3g,0g,0g,45mg,0g,94.8mg,18.9g,19.2mg,0.4mg,0mcg,4.7mg
Carrot Puree,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,14,1 OZ,0.1g,3.2g,0g,0g,0g,1.7g,0mg,0.7g,46.6mg,0.3g,10.6mg,0.1mg,0mcg,91.9mg
Peas,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,69,3 OZ,0g,11.8g,0g,3.9g,0g,0g,0mg,0g,0mg,4.9g,13.7mg,1mg,0mcg,132.3mg
Roasted Red Potato With French Herbs,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,65,2 OZ,1.3g,13.8g,0.1g,1.6g,0g,1.6g,0mg,0g,51.2mg,2.1g,13.3mg,0.8mg,0mcg,382.9mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Chicken And Spinach With Horseradish Sauce Pizza,McMahon,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2/10/2023,304,1 PLATE,13.9g,25.3g,5.2g,0.9g,0g,1.7g,46.5mg,0.5g,542.4mg,20g,212.4mg,1.9mg,0mcg,67.5mg
Peach Bread Pudding,McMahon,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,190,1/35 HFPAN,5.8g,25.7g,2.2g,0.4g,0g,17.3g,126.9mg,12.3g,167.1mg,8.2g,128.2mg,1.4mg,2.1mcg,98.2mg
Bacon,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium']",2023-02-11,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,McMahon,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Chefs Omelet Du Jour,McMahon,Lunch,"Milk, Eggs, Soybeans",[],2023-02-11,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Chocolate Chip Pancakes,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-11,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
Hard Boiled Eggs,McMahon,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oatmeal Hot Cereal,McMahon,Lunch,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-11,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Plant-Based Breakfast Sausage,McMahon,Lunch,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Scrambled Eggs,McMahon,Lunch,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Cheese Pizza,McMahon,Lunch,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Blueberry Muffin,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,277,1 EACH,12.4g,36.9g,1.3g,0.7g,0g,23.4g,47.6mg,22.5g,171.6mg,3g,25.1mg,0.5mg,0.3mcg,46.1mg
Double Chocolate Chip Cookie,McMahon,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,170,1 EACH,8g,23g,4.5g,0g,0g,15g,10mg,0g,140mg,2g,10mg,0.7mg,mcg,105mg
Chipotle Buttermilk Chicken With Sweet Potato,McMahon,Dinner,Milk,"['Gluten Friendly', 'Smart Check']",2023-02-11,282,1 PLATE,7.1g,34.5g,3.5g,6.2g,0g,8.4g,60.8mg,0g,462.4mg,21.9g,85.8mg,3.1mg,0mcg,697.8mg
Chicken Parmesan Over Penne,McMahon,Dinner,"Milk, Wheat",[],2023-02-11,630,1 PLATE,25.5g,69.3g,4.2g,5.8g,0g,16.8g,53.9mg,0g,1378.7mg,30.3g,133.9mg,4.5mg,0mcg,11.3mg
Fried Calamari Over Greens,McMahon,Dinner,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-02-11,475,1 PLATE,30.9g,37.2g,3.7g,2.9g,0g,1.5g,177.2mg,0g,541.5mg,15.8g,89.5mg,2.2mg,0mcg,84.9mg
Lentil Taco in a Hard Shell,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-11,301,1 PLATE,4.9g,47.1g,0.7g,12.7g,0g,4.8g,0mg,0.3g,647.3mg,12.6g,63.8mg,3.7mg,0mcg,229.3mg
Chef's Choice Soup du Jour,McMahon,Dinner,,[],2023-02-11,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Chipotle Buttermilk Chicken,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-11,94,1 EACH,2.2g,1.3g,0.5g,0g,0g,0.7g,48.6mg,0g,297.3mg,17.7g,20.4mg,0.4mg,0mcg,28.6mg
Roasted Asparagus,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,20,3 OZ,0.4g,3.4g,0.1g,1.7g,0g,1.5g,0mg,0g,38mg,1.9g,20.9mg,1.8mg,0mcg,170.1mg
Whipped Sweet Potato,McMahon,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-11,168,4 OZ,4.5g,29.8g,2.9g,4.4g,0g,6.2g,12.2mg,0g,127mg,2.3g,44.4mg,0.9mg,0mcg,499.2mg
Fried Calamari Over Greens,McMahon,Dinner,"Milk, Fish, Wheat, Soybeans, Gluten",[],2023-02-11,475,1 EACH,30.9g,37.2g,3.7g,2.9g,0g,1.5g,177.2mg,0g,541.5mg,15.8g,89.5mg,2.2mg,0mcg,84.9mg
Lentil Taco in a Hard Shell,McMahon,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-11,301,2 EACH,4.9g,47.1g,0.7g,12.7g,0g,4.8g,0mg,0.3g,647.3mg,12.6g,63.8mg,3.7mg,0mcg,229.3mg
Chicken Parm With Fresh Mozz,McMahon,Dinner,"Milk, Wheat",[],2023-02-11,327,1 EACH,17.9g,20.4g,3.8g,2g,0g,5g,53.9mg,0g,899.7mg,22.1g,93.9mg,1.5mg,0mcg,11.3mg
Marinara Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,318,6 OZ,5.3g,55.3g,0.6g,2.7g,0g,2.7g,0mg,0g,0mg,9.4g,0mg,2.4mg,0mcg,0mg
Cheese Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,259,1 PLATE,12.3g,25.2g,5.6g,1.1g,0g,2.4g,25.7mg,0.5g,485.2mg,13.1g,263.7mg,1.5mg,0mcg,33.6mg
Veggie Combo Pizza,McMahon,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-11,212,1 PLATE,7.5g,26.4g,3.3g,1.8g,0g,2.8g,13.2mg,0.6g,391.7mg,9.4g,140.6mg,1.8mg,0mcg,91.9mg
Fruit of the Forest Pie,McMahon,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-11,475,1/8 PIE,27.5g,55g,11.3g,2.5g,0g,22.5g,0mg,0g,412.5mg,3.8g,50mg,1.8mg,0mcg,mg
Bacon,McMahon,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Buttermilk Pancakes,McMahon,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Chefs Omelet Du Jour,McMahon,Breakfast,"Milk, Eggs, Soybeans",[],2/10/2023,293,1 EACH,20.1g,1.5g,9.3g,0g,0g,0.5g,478.6mg,0g,507.5mg,22.1g,236.4mg,2.9mg,2.7mcg,203.7mg
Hard Boiled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
O'Brien Potatoes,McMahon,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,127,4 OZ,4g,21g,1.3g,0.2g,0g,0.5g,0.1mg,0g,167.5mg,1.4g,2.1mg,0mg,0mcg,17.4mg
Oatmeal Hot Cereal,McMahon,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Scrambled Eggs,McMahon,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Pina Colada Muffin,McMahon,Breakfast,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,341,1 EACH,16.4g,44.2g,3.5g,0.8g,0g,28.4g,55.8mg,23.2g,212.8mg,3.6g,28.5mg,0.5mg,0.3mcg,55.2mg
Beef Kaldereta,McMahon,Lunch,,"['Gluten Friendly', 'Smart Check']",2/10/2023,312,1 PLATE,5.5g,45g,1.5g,1.6g,0g,5.8g,44mg,0g,662.6mg,19.8g,66mg,3.8mg,0.1mcg,672.2mg
Chipotle Buttermilk Chicken With Tabouleh,McMahon,Lunch,"Milk, Wheat, Gluten",[],2/10/2023,361,1 PLATE,21.8g,23.6g,2.8g,0.8g,0g,3.1g,48.6mg,0g,811.3mg,22.4g,49.8mg,1.8mg,0mcg,216.9mg
Cobb Salad,McMahon,Lunch,"Milk, Eggs, Soybeans",['Gluten Friendly'],2/10/2023,333,1 PLATE,21.6g,6.6g,7.9g,1.8g,0g,3.2g,176.7mg,0g,765mg,30.5g,167.6mg,1.9mg,0mcg,443.3mg
Marinara Sauce,McMahon,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Penne Pasta,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Samosas With Eggplant Pepper Spread,McMahon,Lunch,"Milk, Wheat, Gluten",['Vegetarian'],2/10/2023,596,1 PLATE,35.6g,62g,1.6g,4.9g,0g,2.2g,0.1mg,0g,1082.1mg,8.6g,17.3mg,3.6mg,0mcg,77.2mg
Chef's Choice Soup du Jour,McMahon,Lunch,,[],2/10/2023,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Chipotle Buttermilk Chicken,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,94,1 EACH,2.2g,1.3g,0.5g,0g,0g,0.7g,48.6mg,0g,297.3mg,17.7g,20.4mg,0.4mg,0mcg,28.6mg
Fried Curried Chickpeas,McMahon,Lunch,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,158,2 OZ,11.8g,11.8g,0.8g,0.4g,0g,1.7g,0mg,0g,409.1mg,3.4g,25.7mg,1mg,0mcg,129mg
Tabouleh,McMahon,Lunch,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,141,3 OZ,10.2g,12.3g,1.4g,0.4g,0g,1.2g,0mg,0g,232.1mg,2.2g,12.4mg,0.7mg,0mcg,92.9mg
Avocado Ranch Dressing,McMahon,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,265,2 OZ,27.9g,2.3g,2.8g,0g,0g,1g,0.2mg,0g,262.7mg,0.9g,17.3mg,0.2mg,0mcg,109.6mg
Cobb Salad,McMahon,Lunch,"Milk, Eggs",['Gluten Friendly'],2/10/2023,184,1 BOWL,12.8g,5g,6.4g,1.8g,0g,2.6g,128.3mg,0g,504.4mg,13.1g,163.8mg,1.4mg,0mcg,415.9mg
