Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Grilled Tuna Melt on Whole Wheat,North,Dinner,"Milk, Fish, Wheat, Soybeans",[],2023-02-09,250,1/2 EACH,15.3g,17.4g,5.5g,2g,0g,2.5g,35.6mg,0g,622.8mg,13.8g,106mg,1.1mg,0.1mcg,126.5mg
Straight Cut French Fries,North,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-09,196,4 OZ,15.2g,17g,1.3g,1g,0g,1g,0mg,0g,520.3mg,1g,20mg,0.4mg,mcg,260.2mg
Tomato Soup,North,Dinner,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,63,6 OZL,0g,14g,0g,0g,0g,8.4g,0mg,4.9g,338.8mg,1.4g,16.5mg,0.5mg,0mcg,202.7mg
Creperie Bar,North,Dinner,,[],2023-02-09,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chef's Choice Pasta Du Jour,North,Dinner,Wheat,[],2023-02-09,212,4 OZ,3.6g,36.8g,0.4g,1.8g,0g,1.8g,0mg,0g,0mg,6.3g,0mg,1.6mg,0mcg,0mg
Marinara Sauce,North,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-09,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Cheese Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-09,152,1/16 PIE,4.9g,20g,2.4g,1g,0g,1.8g,11.4mg,0.4g,303.6mg,7.3g,120.4mg,1.3mg,0mcg,26.5mg
Pepperoni Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-09,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,North,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-09,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Banana Pancakes,North,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,509,2 EACH,20.8g,64g,2.3g,0.8g,0g,20.9g,114.6mg,14.2g,453.4mg,13.4g,302.1mg,3.7mg,0.7mcg,315.5mg
Buttermilk Pancakes,North,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/10/2023,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,North,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Hard Boiled Eggs,North,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Home Fries,North,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,194,4 OZ,11.2g,22.4g,0.8g,0g,0g,0g,0mg,0g,57.5mg,1.4g,0mg,0mg,0mcg,mg
Oatmeal Hot Cereal,North,Breakfast,Gluten,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,106,8 OZL,2.1g,19.1g,0.4g,2.8g,0g,0.7g,0mg,0g,82.1mg,3.5g,18.7mg,1.1mg,0mcg,106.3mg
Potato Bacon Cheese Melt,North,Breakfast,Milk,"['Gluten Friendly', 'Less Sodium']",2/10/2023,158,4 OZ,6.6g,18.2g,3.7g,2.1g,0g,2.1g,29.5mg,0g,302mg,9.1g,91.1mg,0.8mg,0mcg,560.2mg
Sausage Patties,North,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
